BOROBOX,BOX_TYPE,LOCATION,ZIP,BOROUGH,COMMUNITYDISTICT,CITYCOUNCIL,LATITUDE,LONGITUDE,Location Point
X3832,ERS,EDENWALD AVE & GUNTHER AVE,10466,Bronx,BX12,12,40.89173853,-73.84895038,POINT (-73.84895038 40.89173853)
Q2312,ERS,S/B CI PWAY 5/10 MI S OF F LEWIS BLVD,11357,Queens,QN07,19,40.78579941,-73.79789739,POINT (-73.79789739 40.78579941)
Q4705,BARS,120 AVE & 142 PL,11436,Queens,QN12,28,40.6763181,-73.79833979,POINT (-73.79833979 40.6763181)
R2816,BARS,HOWTON AVE & LINTON PL,10308,Staten Island,SI03,51,40.55671005,-74.15184099,POINT (-74.15184099 40.55671005)
Q2875,ERS,149 AVE & WELLER LA,11422,Queens,QN13,31,40.65299057,-73.73434121,POINT (-73.73434121 40.65299057)
X2273,ERS,GRAND CONCOURSE & E 153 ST,10451,Bronx,BX04,8,40.82112523,-73.92565453,POINT (-73.92565453 40.82112523)
Q5291,ERS,LINDEN BLVD & 117 ST,11420,Queens,QN10,28,40.67826769,-73.82219037,POINT (-73.82219037 40.67826769)
R0981,BARS,BUSH AVE & SYLVAN PL,10303,Staten Island,SI01,49,40.63585747,-74.15899797,POINT (-74.15899797 40.63585747)
Q6549,ERS,W/S MAIN ST & 82 DR,11435,Queens,QN08,24,40.71357997,-73.81688107,POINT (-73.81688107 40.71357997)
Q1460,BARS,ROCKAWAY PT BLVD 950' W OF BEACH 169 ST,11697,Queens,GNRA,32,40.56603083,-73.88765501,POINT (-73.88765501 40.56603083)
Q5693,BARS,99  AVE & 212 ST,11429,Queens,QN13,27,40.71444505,-73.74685467,POINT (-73.74685467 40.71444505)
B0229,BARS,S 1 ST & RODNEY ST,11211,Brooklyn,BK01,34,40.71132376,-73.95463607,POINT (-73.95463607 40.71132376)
R1784,ERS,WESTWOOD AVE & BRADLEY AVE,10314,Staten Island,SI02,49,40.60559349,-74.13177398,POINT (-74.13177398 40.60559349)
B0996,ERS,LEWIS AVE & FULTON ST,11233,Brooklyn,BK03,36,40.67956341,-73.93435067,POINT (-73.93435067 40.67956341)
R1276,BARS,PIEDMONT AVE & HYLAN BLVD,10305,Staten Island,SI02,50,40.60274035,-74.07428602,POINT (-74.07428602 40.60274035)
R1134,ERS,NORTHFIELD AVE & FOREST AVE,10303,Staten Island,SI01,49,40.62781204,-74.16881507,POINT (-74.16881507 40.62781204)
Q7324,ERS,39 AVE & WOODSIDE AVE,11104,Queens,QN02,26,40.74925806,-73.90993945,POINT (-73.90993945 40.74925806)
Q7122,BARS,46 AVE & 5 ST,11101,Queens,QN02,26,40.74733408,-73.95504971,POINT (-73.95504971 40.74733408)
B0155,BARS,METROPOLITAN AVE & GRAHAM AVE,11211,Brooklyn,BK01,34,40.7145316,-73.94438747,POINT (-73.94438747 40.7145316)
M1551,ERS,5 AVE & E 134 ST,10037,Manhattan,MN11,9,40.81214764,-73.93794337,POINT (-73.93794337 40.81214764)
R1318,BARS,VEDDER AVE & WILLOWBROOK RD,10302,Staten Island,SI01,50,40.62066652,-74.14458466,POINT (-74.14458466 40.62066652)
B0846,ERS,HOPKINSON AVE/BOYLAND ST & HULL ST,11233,Brooklyn,BK16,41,40.67915573,-73.9136077,POINT (-73.9136077 40.67915573)
Q6656,BARS,87 RD & CHELSEA STS,11432,Queens,QN08,24,40.71598539,-73.7764139,POINT (-73.7764139 40.71598539)
M1318,ERS,1 AVE & E 108 ST,10029,Manhattan,MN11,8,40.79090496,-73.93913198,POINT (-73.93913198 40.79090496)
M0979,ERS,3 AVE & E 66 ST,10021,Manhattan,MN08,4,40.76591119,-73.96340154,POINT (-73.96340154 40.76591119)
B3410,ERS,AVENUE U & W 4 ST,11223,Brooklyn,BK11,47,40.59671921,-73.97558819,POINT (-73.97558819 40.59671921)
Q6939,BARS,42 AVE & FRANCIS LEWIS BLVD,11361,Queens,QN11,19,40.75962051,-73.78411083,POINT (-73.78411083 40.75962051)
R3016,BARS,HYLAN BLVD & MALONE AVE,10306,Staten Island,SI03,50,40.55943869,-74.12480288,POINT (-74.12480288 40.55943869)
B2152,ERS,GLENWOOD RD & E 101 ST,11236,Brooklyn,BK18,46,40.64710809,-73.89926539,POINT (-73.89926539 40.64710809)
Q6544,ERS,77 AVE & VLEIGH PL,11367,Queens,QN08,24,40.72100801,-73.82016662,POINT (-73.82016662 40.72100801)
R1550,ERS,MANOR RD & HOLDEN BLVD,10314,Staten Island,SI02,50,40.60453003,-74.1207823,POINT (-74.1207823 40.60453003)
B1653,ERS,HOPKINSON AVE/BOYLAND ST & DEAN ST,11233,Brooklyn,BK16,41,40.67499038,-73.91393811,POINT (-73.91393811 40.67499038)
R1571,ERS,WESTWOOD AVE & LAGUARDIA AVE,10314,Staten Island,SI02,50,40.60661589,-74.11814041,POINT (-74.11814041 40.60661589)
Q5012,ERS,LIBERTY AVE & BREWER BLVD,11433,Queens,QN12,28,40.70123737,-73.79463942,POINT (-73.79463942 40.70123737)
Q5505,BARS,93 AVE & 208 ST,11428,Queens,QN13,23,40.7170255,-73.75418824,POINT (-73.75418824 40.7170255)
Q4219,ERS,GRAND AVE & REMSEN PL,11378,Queens,QN05,30,40.72368206,-73.89960909,POINT (-73.89960909 40.72368206)
R2785,ERS,MERRYMOUNT ST & NOME AVE,10314,Staten Island,SI02,51,40.58807622,-74.16126386,POINT (-74.16126386 40.58807622)
Q5335,BARS,JAMAICA AVE & 191 ST,11423,Queens,QN12,23,40.71260178,-73.76875223,POINT (-73.76875223 40.71260178)
M1886,ERS,159 ST & HARLEM RV DR SVC/RD,10039,Manhattan,MN10,9,40.83178228,-73.93561315,POINT (-73.93561315 40.83178228)
B1535,ERS,CHURCH AVE & BUCKINGHAM RD/E 16 ST,11226,Brooklyn,BK14,40,40.64865669,-73.96480336,POINT (-73.96480336 40.64865669)
B3324,ERS,AVENUE O & E 17 ST,11230,Brooklyn,BK14,48,40.61316506,-73.95718596,POINT (-73.95718596 40.61316506)
M0343,ERS,GREENE ST & HOUSTON ST,10012,Manhattan,MN02,1,40.72616747,-73.99836119,POINT (-73.99836119 40.72616747)
X2395,ERS,GRAND CONCOURSE & E 163 ST,10451,Bronx,BX04,16,40.82854339,-73.92156517,POINT (-73.92156517 40.82854339)
Q9695,ERS,HILLSIDE AVE & 136 ST,11418,Queens,QN09,29,40.70394733,-73.81832992,POINT (-73.81832992 40.70394733)
B0276,BARS,TEN EYCK ST & WATERBURY ST,11206,Brooklyn,BK01,34,40.71118156,-73.9376811,POINT (-73.9376811 40.71118156)
M1692,ERS,ST NICHOLAS AVE & W 164 ST,10032,Manhattan,MN12,7,40.8377142,-73.93999395,POINT (-73.93999395 40.8377142)
Q6062,ERS,LIBERTY AVE & 130 ST,11419,Queens,QN10,28,40.68959989,-73.81554789,POINT (-73.81554789 40.68959989)
B2637,ERS,5 AVE & 61 ST,11220,Brooklyn,BK07,38,40.63889901,-74.01676837,POINT (-74.01676837 40.63889901)
X3903,ERS,GOODRIDGE AVE & FIELDSTON RD,10471,Bronx,BX08,11,40.8953013,-73.9042703,POINT (-73.9042703 40.8953013)
R3552,ERS,NW COR DOVER GREEN VILLAGE GREENS,10312,Staten Island,SI03,51,40.55810096,-74.19767959,POINT (-74.19767959 40.55810096)
R4061,BARS,HUGUENOT AVE & RAILROAD CROSSING,10312,Staten Island,SI03,51,40.53308358,-74.19230342,POINT (-74.19230342 40.53308358)
X4948,ERS,PALISADE AV 200' S OF W 261 ST/GATE HSE,10471,Bronx,BX08,11,40.91201402,-73.90778371,POINT (-73.90778371 40.91201402)
B3676,ERS,EVERETT AVE & GERRITSEN AVE,11229,Brooklyn,BK18,46,40.59314879,-73.92547148,POINT (-73.92547148 40.59314879)
Q6738,BARS,COMMONWEALTH BLVD & 87 DR,11426,Queens,QN13,23,40.72964459,-73.71977982,POINT (-73.71977982 40.72964459)
R3498,BARS,CLEVELAND AVE & MONTICELLO TERR,10308,Staten Island,SI03,51,40.54570141,-74.14673215,POINT (-74.14673215 40.54570141)
M0244,ERS,MADISON ST 100' E OF GOUVERNEUR ST,10002,Manhattan,MN03,2,40.71320069,-73.98338321,POINT (-73.98338321 40.71320069)
B2756,ERS,10 AVE & 83 ST,11228,Brooklyn,BK10,43,40.61977704,-74.01873295,POINT (-74.01873295 40.61977704)
M1168,ERS,WEST END AVE & W 87 ST,10024,Manhattan,MN07,6,40.78955777,-73.97736044,POINT (-73.97736044 40.78955777)
R0144,BARS,CLINTON AVE & FILMORE ST,10301,Staten Island,SI01,49,40.64321326,-74.09829657,POINT (-74.09829657 40.64321326)
X3922,ERS,INDEPENDENCE AVE & W 254 ST,10471,Bronx,BX08,11,40.9030353,-73.91012035,POINT (-73.91012035 40.9030353)
Q9735,BARS,HARDING XWAY N & 187 ST,11365,Queens,QN11,20,40.74091641,-73.7878454,POINT (-73.7878454 40.74091641)
Q9830,ERS,95 AVE & CRESSKILL PL,11435,Queens,QN12,27,40.69706903,-73.81067107,POINT (-73.81067107 40.69706903)
Q9653,ERS,METROPOLITAN AVE & PARK LA S,11415,Queens,,30,40.70795705,-73.83714703,POINT (-73.83714703 40.70795705)
Q4005,BARS,218 ST & 31 RD,11360,Queens,QN11,19,40.77556383,-73.76792319,POINT (-73.76792319 40.77556383)
B2555,ERS,12 AVE & 53 ST,11219,Brooklyn,BK12,44,40.63411431,-73.99664939,POINT (-73.99664939 40.63411431)
B0345,BARS,HUMBOLDT ST & SEIGEL ST,11206,Brooklyn,BK01,34,40.70463618,-73.9410301,POINT (-73.9410301 40.70463618)
Q5667,BARS,MURDOCK AVE & 207 ST,11429,Queens,QN13,27,40.70182648,-73.74768318,POINT (-73.74768318 40.70182648)
M0330,ERS,W/S WASHINGTON ST 500' N OF SPRING ST,10013,Manhattan,MN02,3,40.72738997,-74.00974347,POINT (-74.00974347 40.72738997)
Q9502,ERS,WOODHAVEN BLVD & 62 AVE,11374,Queens,QN05,29,40.72705885,-73.87063185,POINT (-73.87063185 40.72705885)
B2711,ERS,7 AVE & 64 ST,11220,Brooklyn,BK10,38,40.634564,-74.01410878,POINT (-74.01410878 40.634564)
Q8559,ERS,N/S ATLANTIC AVE & 88 ST,11421,Queens,QN09,32,40.68684614,-73.85399747,POINT (-73.85399747 40.68684614)
X2176,ERS,E 141 ST & FEISS BLVD/WALNUT AVE,10454,Bronx,BX01,17,40.8045206,-73.90663993,POINT (-73.90663993 40.8045206)
B3113,ERS,AVENUE H & E 48 ST,11234,Brooklyn,BK18,45,40.6327259,-73.93031282,POINT (-73.93031282 40.6327259)
B3638,ERS,JAFFRAY ST 400' S OF SHORE BLVD,11235,Brooklyn,BK15,48,40.57989739,-73.94307186,POINT (-73.94307186 40.57989739)
Q4831,ERS,94 AVE & SUTPHIN BLVD,11435,Queens,QN12,27,40.69901551,-73.80695729,POINT (-73.80695729 40.69901551)
Q3005,BARS,N/S BQE & 46 ST,11377,Queens,QN02,26,40.73542931,-73.92012394,POINT (-73.92012394 40.73542931)
R4858,ERS,HYLAN BLVD & BRIGHTON ST,10307,Staten Island,SI03,51,40.50446942,-74.24345049,POINT (-74.24345049 40.50446942)
X2985,ERS,WALTON AVE & E 177 ST,10453,Bronx,BX05,14,40.8498991,-73.90917588,POINT (-73.90917588 40.8498991)
X3135,ERS,PROSPECT AVE & OAKLAND PL,10460,Bronx,BX06,15,40.84632865,-73.88734086,POINT (-73.88734086 40.84632865)
R0537,ERS,COLLEGE AVE & BROOKSIDE AVE,10310,Staten Island,SI01,50,40.62229155,-74.12077339,POINT (-74.12077339 40.62229155)
Q5984,ERS,145 AVE & 223 ST,11413,Queens,QN13,31,40.6635694,-73.7556881,POINT (-73.7556881 40.6635694)
M1125,ERS,CENTRAL PARK W & W 81 ST,10024,Manhattan,,6,40.78202148,-73.97172306,POINT (-73.97172306 40.78202148)
X3339,ERS,JEROME AVE & E FORDHAM RD,10468,Bronx,BX07,14,40.86275638,-73.90107967,POINT (-73.90107967 40.86275638)
B3203,BARS,AVENUE T & E 34 ST,11234,Brooklyn,BK18,46,40.60717377,-73.93097856,POINT (-73.93097856 40.60717377)
Q2149,ERS,PLATTWOOD AVE & 96 ST,11417,Queens,QN10,32,40.67662678,-73.84120535,POINT (-73.84120535 40.67662678)
Q8733,ERS,143 RD & 173 ST,11434,Queens,QN12,31,40.66931531,-73.76720227,POINT (-73.76720227 40.66931531)
R0173,ERS,HENDERSON AVE & KISSEL AVE,10301,Staten Island,SI01,49,40.6389767,-74.10480991,POINT (-74.10480991 40.6389767)
X3152,ERS,AQUEDUCT AVE E & BUCHANAN PL,10453,Bronx,BX05,14,40.85879013,-73.90735818,POINT (-73.90735818 40.85879013)
B2230,ERS,AVENUE B & E 96 ST,11236,Brooklyn,BK17,42,40.65243633,-73.91181555,POINT (-73.91181555 40.65243633)
B3346,ERS,HOMECREST AVE & AVENUE V,11229,Brooklyn,BK15,48,40.59640732,-73.9587804,POINT (-73.9587804 40.59640732)
M0043,ERS,WILLIAM ST & PINE ST,10005,Manhattan,MN01,1,40.70693892,-74.00900516,POINT (-74.00900516 40.70693892)
X2672,ERS,SEWARD AVE S OF WHITE PLAINS RD,10473,Bronx,BX09,18,40.81968033,-73.8578688,POINT (-73.8578688 40.81968033)
Q4025,ERS,WYCKOFF AVE & COOPER AVE,11385,Queens,QN05,30,40.69335294,-73.90040229,POINT (-73.90040229 40.69335294)
B0952,ERS,BEDFORD AVE & PARK PL,11216,Brooklyn,BK08,35,40.67363259,-73.95399957,POINT (-73.95399957 40.67363259)
M0125,ERS,SOUTH ST & WAGNER PL,10038,Manhattan,MN03,1,40.70866978,-73.99913073,POINT (-73.99913073 40.70866978)
B3672,ERS,GERRITSEN AVE & LOIS AVE,11234,Brooklyn,BK18,46,40.58798728,-73.91972511,POINT (-73.91972511 40.58798728)
Q3196,ERS,68 AVE & YELLOWSTONE BLVD,11375,Queens,QN06,29,40.72636069,-73.84853526,POINT (-73.84853526 40.72636069)
R1091,ERS,MIDWAY PL & MOUNTAINSIDE RD,10304,Staten Island,SI02,50,40.59853364,-74.09381312,POINT (-74.09381312 40.59853364)
Q7382,BARS,36 AVE & 24 ST,11106,Queens,QN01,26,40.75869513,-73.93425021,POINT (-73.93425021 40.75869513)
Q9737,BARS,73 AVE & 185 ST,11366,Queens,QN08,24,40.73227259,-73.78565333,POINT (-73.78565333 40.73227259)
R0588,ERS,DU BOIS AVE & DELAFIELD AVE,10310,Staten Island,SI01,49,40.6277949,-74.12843072,POINT (-74.12843072 40.6277949)
M0872,ERS,7 AVE & W 52 ST,10019,Manhattan,MN05,4,40.7623431,-73.98235069,POINT (-73.98235069 40.7623431)
B3216,ERS,WHITNEY AVE & BURNETT ST,11234,Brooklyn,BK15,46,40.59943738,-73.92992225,POINT (-73.92992225 40.59943738)
M1634,ERS,8 AVE & W 147 ST,10039,Manhattan,MN10,9,40.82413236,-73.94097178,POINT (-73.94097178 40.82413236)
Q6965,BARS,32 AVE & 157 ST,11354,Queens,QN07,19,40.76970696,-73.80742472,POINT (-73.80742472 40.76970696)
Q7089,ERS,48 AVE & 67 ST,11377,Queens,QN02,30,40.73839371,-73.89770633,POINT (-73.89770633 40.73839371)
Q5172,ERS,59 AVE & 159 ST,11365,Queens,QN07,20,40.7405625,-73.80927105,POINT (-73.80927105 40.7405625)
B1328,ERS,2 & HAMILTON AVE,11215,Brooklyn,BK06,39,40.66902831,-73.996251,POINT (-73.996251 40.66902831)
R0839,ERS,RENWICK AVE & LITTLE CLOVE RD,10301,Staten Island,SI01,49,40.6111819,-74.1055971,POINT (-74.1055971 40.6111819)
Q4421,BARS,46 AVE & 160 ST,11358,Queens,QN07,20,40.75391409,-73.80673714,POINT (-73.80673714 40.75391409)
Q0177,BARS,JFK - F/O HANGAR 12,11430,Queens,JFK,31,40.6488719,-73.8059171,POINT (-73.8059171 40.6488719)
B1832,ERS,FOUNTAIN AVE & BLAKE AVE,11208,Brooklyn,BK05,42,40.6708624,-73.87423135,POINT (-73.87423135 40.6708624)
Q6995,BARS,NORTHERN BLVD & 221 ST,11361,Queens,QN11,19,40.76168406,-73.76030545,POINT (-73.76030545 40.76168406)
B2076,ERS,PITKIN AVE & MONTAUK AVE,11208,Brooklyn,BK05,37,40.67451931,-73.87803594,POINT (-73.87803594 40.67451931)
Q5195,ERS,PENELOPE AVE & 77 ST,11379,Queens,QN05,30,40.71789825,-73.87794108,POINT (-73.87794108 40.71789825)
Q9171,ERS,102 ST & 66 RD,11375,Queens,QN06,29,40.72847758,-73.85173038,POINT (-73.85173038 40.72847758)
B1223,ERS,8 AVE & 1 ST,11215,Brooklyn,BK06,39,40.67057614,-73.97519617,POINT (-73.97519617 40.67057614)
R1244,BARS,KENSINGTON AVE & MC CLEAN AVE,10305,Staten Island,SI02,50,40.59482257,-74.07626203,POINT (-74.07626203 40.59482257)
B0543,ERS,SMITH ST & PRESIDENT ST,11231,Brooklyn,BK06,39,40.68098182,-73.99445669,POINT (-73.99445669 40.68098182)
R2057,BARS,LINCOLN AVE & GRIMSBY ST,10306,Staten Island,SI02,50,40.57241248,-74.09563614,POINT (-74.09563614 40.57241248)
Q4802,BARS,HILLSIDE AVE & 175 ST,11432,Queens,QN08,27,40.71181083,-73.78784678,POINT (-73.78784678 40.71181083)
M1285,ERS,CENTRAL PARK W & W 103 ST,10025,Manhattan,MN07,7,40.79611083,-73.96144061,POINT (-73.96144061 40.79611083)
B3880,ERS,E 3 ST & RYDER AVE,11230,Brooklyn,BK12,44,40.61327804,-73.97169539,POINT (-73.97169539 40.61327804)
R2054,BARS,MIDLAND AVE & MORELAND ST,10306,Staten Island,SI02,50,40.57445492,-74.09703764,POINT (-74.09703764 40.57445492)
Q4901,BARS,KISSENA BLVD OPP 72 RD,11367,Queens,QN08,24,40.72815356,-73.81433158,POINT (-73.81433158 40.72815356)
M0378,ERS,GREENWICH ST & BARROW ST,10014,Manhattan,MN02,3,40.73178369,-74.00780727,POINT (-74.00780727 40.73178369)
Q5242,BARS,90 AVE & 176 ST,11432,Queens,QN12,27,40.71006255,-73.78530506,POINT (-73.78530506 40.71006255)
X2839,ERS,BOYNTON AVE & BRUCKNER BLVD S/B,10472,Bronx,BX09,18,40.82394785,-73.87761027,POINT (-73.87761027 40.82394785)
Q7309,BARS,43 AVE & 36 ST,11101,Queens,QN02,26,40.74608247,-73.92855442,POINT (-73.92855442 40.74608247)
Q5543,BARS,92 AVE & 215 ST,11428,Queens,QN13,23,40.72144104,-73.74432463,POINT (-73.74432463 40.72144104)
R3444,BARS,REDGRAVE AVE & MAYBURY COURT,10306,Staten Island,SI03,51,40.55237885,-74.13591003,POINT (-74.13591003 40.55237885)
M1035,ERS,5 AVE & E 72 ST,10021,Manhattan,,4,40.77246122,-73.96703948,POINT (-73.96703948 40.77246122)
B0125,BARS,DRIGGS AVE & N 4 ST,11211,Brooklyn,BK01,34,40.71537361,-73.95822292,POINT (-73.95822292 40.71537361)
B1782,ERS,RIDGEWOOD AVE & CLEVELAND ST,11208,Brooklyn,BK05,37,40.68258892,-73.88630333,POINT (-73.88630333 40.68258892)
X3859,ERS,NEREID AVE & BRONX BLVD,10470,Bronx,BX12,11,40.89981599,-73.8578029,POINT (-73.8578029 40.89981599)
Q1319,ERS,SHORE FRONT PWAY & BEACH 81 ST,11693,Queens,QN14,32,40.58648637,-73.80711725,POINT (-73.80711725 40.58648637)
R0513,ERS,BARKER ST & TRINITY PL,10310,Staten Island,SI01,49,40.63725823,-74.12166037,POINT (-74.12166037 40.63725823)
M0753,ERS,3 AVE & E 38 ST,10016,Manhattan,MN06,4,40.74824542,-73.97628767,POINT (-73.97628767 40.74824542)
X2292,ERS,JACKSON AVE & E 156 ST,10456,Bronx,BX01,17,40.8183403,-73.90699719,POINT (-73.90699719 40.8183403)
X2576,ERS,JEROME AVE & W 167 ST,10452,Bronx,BX04,16,40.83606047,-73.92201422,POINT (-73.92201422 40.83606047)
M1136,ERS,BROADWAY & W 82 ST,10024,Manhattan,MN07,6,40.78578664,-73.97853384,POINT (-73.97853384 40.78578664)
Q7477,BARS,31 AVE & 46 ST,11103,Queens,QN01,22,40.75906579,-73.91228635,POINT (-73.91228635 40.75906579)
B4060,ERS,SCHROEDERS AVE & ELMIRA LOOP,11239,Brooklyn,BK05,42,40.64855556,-73.88014206,POINT (-73.88014206 40.64855556)
Q6357,BARS,ARLEIGH RD & EAST DR,11363,Queens,QN11,19,40.77542687,-73.74826085,POINT (-73.74826085 40.77542687)
M0514,ERS,CHARLES ST & W 4 ST,10014,Manhattan,MN02,3,40.73489605,-74.00315415,POINT (-74.00315415 40.73489605)
B1252,ERS,7 AVE & PRESIDENT ST,11215,Brooklyn,BK06,39,40.67382774,-73.97588854,POINT (-73.97588854 40.67382774)
Q5620,BARS,114 RD & 194 ST,11412,Queens,QN12,27,40.6978166,-73.76018917,POINT (-73.76018917 40.6978166)
R0395,ERS,CARY AVE & CAROLINE ST,10310,Staten Island,SI01,49,40.63239149,-74.11916661,POINT (-74.11916661 40.63239149)
Q4864,BARS,130 ST & 18 AVE,11356,Queens,QN07,19,40.78322714,-73.83862029,POINT (-73.83862029 40.78322714)
Q6676,BARS,MCLAUGHLIN AVE & SANCHO ST,11423,Queens,QN08,23,40.72360968,-73.7712233,POINT (-73.7712233 40.72360968)
R1461,BARS,RARITAN AVE & LACONIA AVE,10305,Staten Island,SI02,50,40.58872573,-74.08768765,POINT (-74.08768765 40.58872573)
Q4771,BARS,WILLETS PT BLVD & 150 ST,11357,Queens,QN07,19,40.77687771,-73.81490529,POINT (-73.81490529 40.77687771)
B0893,ERS,STUYVESANT AVE & CHAUNCEY ST,11233,Brooklyn,BK03,36,40.68016928,-73.9315015,POINT (-73.9315015 40.68016928)
Q1437,BARS,BEACH 145 ST & NEWPORT AVE,11694,Queens,QN14,32,40.57331296,-73.86222905,POINT (-73.86222905 40.57331296)
Q1047,BARS,DINSMORE AVE & BAYPORT PL,11691,Queens,QN14,31,40.60457594,-73.74944322,POINT (-73.74944322 40.60457594)
B1596,ERS,10 AVE & 20 ST,11218,Brooklyn,BK07,39,40.6552461,-73.98179569,POINT (-73.98179569 40.6552461)
Q7367,ERS,38 AVE & 12 ST,11101,Queens,QN01,26,40.75811159,-73.94086199,POINT (-73.94086199 40.75811159)
Q9664,ERS,LEFFERTS BLVD & HILLSIDE AVE,11418,Queens,QN09,29,40.70138963,-73.8315211,POINT (-73.8315211 40.70138963)
Q4173,ERS,S/S METROPOLITAN AVE 350' E OF 65 PL,11379,Queens,QN05,30,40.71229151,-73.89292762,POINT (-73.89292762 40.71229151)
Q3160,ERS,S/S QUEENS BLVD & UNION TPK S,11415,Queens,QN06,29,40.71412451,-73.83131989,POINT (-73.83131989 40.71412451)
Q8876,BARS,FOCH BLVD & INWOOD ST,11436,Queens,QN12,28,40.67985759,-73.79552739,POINT (-73.79552739 40.67985759)
Q4396,ERS,GREENE AVE & ONDERDONK AVE,11385,Queens,QN05,34,40.70634612,-73.91121183,POINT (-73.91121183 40.70634612)
Q8829,BARS,LAKEWOOD AVE & LIVERPOOL ST,11435,Queens,QN12,28,40.69167126,-73.80176639,POINT (-73.80176639 40.69167126)
Q6441,BARS,74 AVE & 263 ST,11004,Queens,QN13,23,40.7510286,-73.71373131,POINT (-73.71373131 40.7510286)
Q8521,ERS,JAMAICA AVE & 79 ST,11421,Queens,QN09,30,40.69196169,-73.86331215,POINT (-73.86331215 40.69196169)
Q6279,BARS,BELL BLVD & 16 AVE,11360,Queens,QN07,19,40.78544588,-73.77867644,POINT (-73.77867644 40.78544588)
B2576,ERS,CHESTER AVE & LOUISA ST,11218,Brooklyn,BK12,39,40.64253981,-73.98311929,POINT (-73.98311929 40.64253981)
Q4426,BARS,45 AVE & 168 ST,11358,Queens,QN07,19,40.75595747,-73.79892658,POINT (-73.79892658 40.75595747)
R2722,BARS,FOREST HILL RD 1000' S ROCKLAND AV/RVFD,10314,Staten Island,SI02,50,40.58611514,-74.14640144,POINT (-74.14640144 40.58611514)
M0362,ERS,MERCER ST & BLEECKER ST,10012,Manhattan,MN02,1,40.72693132,-73.9966591,POINT (-73.9966591 40.72693132)
B0504,ERS,W/S COLUMBIA ST 500 FT S OF ATLANTIC AVE,11201,Brooklyn,BK06,39,40.69041242,-74.00023469,POINT (-74.00023469 40.69041242)
B2805,ERS,15 AVE & 67 ST,11219,Brooklyn,BK11,43,40.62215491,-73.9983325,POINT (-73.9983325 40.62215491)
B1848,ERS,EUCLID AVE & FULTON ST,11208,Brooklyn,BK05,37,40.68310383,-73.87410532,POINT (-73.87410532 40.68310383)
Q9295,BARS,CORONA AVE & 91 PL,11373,Queens,QN04,25,40.74254668,-73.87370981,POINT (-73.87370981 40.74254668)
B1205,ERS,8 AVE & PROSPECT AVE,11215,Brooklyn,BK07,39,40.66013749,-73.98391793,POINT (-73.98391793 40.66013749)
M1075,ERS,2 AVE & E 77 ST,10021,Manhattan,MN08,4,40.77201996,-73.95601508,POINT (-73.95601508 40.77201996)
B1208,ERS,PROSPECT PARK W & 14 ST,11215,Brooklyn,,39,40.66159482,-73.9793506,POINT (-73.9793506 40.66159482)
B2872,ERS,20 AVE & 81 ST,11214,Brooklyn,BK11,47,40.60744495,-73.99530288,POINT (-73.99530288 40.60744495)
B2286,ERS,REMSEN AVE & AVENUE M,11236,Brooklyn,BK18,46,40.63368187,-73.89867745,POINT (-73.89867745 40.63368187)
B4270,ERS,KINGS HIGHWAY & E 17 ST,11229,Brooklyn,BK15,48,40.60953951,-73.95650189,POINT (-73.95650189 40.60953951)
B2793,ERS,14 AVE & BAY RIDGE PWAY,11228,Brooklyn,BK10,43,40.61895191,-74.00542327,POINT (-74.00542327 40.61895191)
X2341,ERS,TRINITY AVE & E 161 ST,10456,Bronx,BX03,17,40.82171536,-73.90645722,POINT (-73.90645722 40.82171536)
X3543,ERS,WEBSTER AV AT PARKSIDE PL N OF E 205 ST,10467,Bronx,BX07,11,40.87355561,-73.87427968,POINT (-73.87427968 40.87355561)
B1751,ERS,BELMONT AVE & MILLER AVE,11207,Brooklyn,BK05,37,40.67131809,-73.89087805,POINT (-73.89087805 40.67131809)
R0731,ERS,PALMER AVE & LEXINGTON AVE,10302,Staten Island,SI01,49,40.63098546,-74.13234839,POINT (-74.13234839 40.63098546)
Q8530,ERS,90 AVE & 80 ST,11421,Queens,QN09,32,40.68801853,-73.86119398,POINT (-73.86119398 40.68801853)
B1867,ERS,BLAKE AVE & LINCOLN AVE,11208,Brooklyn,BK05,42,40.67201061,-73.86627573,POINT (-73.86627573 40.67201061)
Q5022,BARS,SAYRES AVE & MERRICK BLVD,11433,Queens,QN12,27,40.69297233,-73.78023724,POINT (-73.78023724 40.69297233)
Q7417,BARS,34 AVE & 38 ST,11101,Queens,QN01,26,40.75705142,-73.92165917,POINT (-73.92165917 40.75705142)
B2917,ERS,21 AVE & 62 ST,11204,Brooklyn,BK11,47,40.61691213,-73.98186818,POINT (-73.98186818 40.61691213)
R1844,BARS,SEAVER AVE BTW RICHMOND RD & JEFFERSON S,10306,Staten Island,SI02,50,40.58650474,-74.10288487,POINT (-74.10288487 40.58650474)
Q7765,BARS,31 AVE & 86TH ST,11369,Queens,QN03,22,40.75962402,-73.88231603,POINT (-73.88231603 40.75962402)
Q3927,BARS,BONNEY LA & JORDAN DR,11360,Queens,QN07,19,40.78578836,-73.78644363,POINT (-73.78644363 40.78578836)
B0286,BARS,FLUSHING AVE & GARDNER AVE,11237,Brooklyn,BK04,34,40.7076763,-73.92385148,POINT (-73.92385148 40.7076763)
Q4492,ERS,45 AVE & KISSENA BLVD,11355,Queens,QN07,20,40.75224154,-73.82084929,POINT (-73.82084929 40.75224154)
